id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
194,52,68,1968,2,Male,531 Pine Avenue,40.34,-85.35,$15048,$30681,$81680,746,4
693,20,66,1999,8,Female,5342 Valley Stream Avenue,33.09,-96.88,$31905,$65051,$220951,703,2
1246,49,67,1970,5,Female,7499 Lake Boulevard,30.76,-88.12,$15207,$31008,$60527,713,4
641,62,68,1957,11,Male,878 Forest Street,39.98,-82.98,$18420,$37556,$0,735,6
1060,76,68,1944,2,Male,359 Valley Street,39.77,-86.14,$17909,$21547,$16040,785,5
1292,20,68,1999,4,Male,176 River Boulevard,35.7,-89.99,$14249,$29051,$5819,774,2
1113,19,69,2000,5,Female,700 Madison Lane,41.76,-88.29,$14200,$28953,$3619,738,2
245,39,65,1980,7,Female,3 Main Street,26.11,-80.39,$28826,$58774,$94053,528,2
774,46,61,1973,7,Male,671 Essex Street,42.41,-114.59,$16378,$33395,$57774,588,2
1822,87,65,1933,1,Female,7736 Eighth Boulevard,27.09,-82.43,$14395,$22894,$1501,767,5
1209,45,67,1974,6,Female,95 12th Drive,40.94,-73.86,$31299,$63815,$4832,699,6
997,57,67,1963,2,Female,339 Little Creek Lane,32.64,-116.98,$26957,$54963,$105623,675,4
1180,28,69,1991,9,Male,18 Lake Avenue,40.71,-73.99,$17624,$35940,$54354,595,3
318,62,67,1957,5,Male,75540 Valley Street,34.5,-118.01,$18103,$36911,$93367,724,4
691,34,64,1985,12,Female,232 Jefferson Boulevard,38.39,-86.93,$21991,$44838,$109951,561,1
1993,59,72,1960,3,Female,963 11th Drive,37.35,-122.03,$45509,$92785,$122254,786,6
252,67,70,1953,1,Male,127 Grant Street,40.58,-82.42,$17161,$34985,$29409,723,6
1757,39,68,1980,11,Male,2773 El Camino Lane,40.19,-85.39,$20644,$42086,$79530,784,4
1324,45,61,1974,11,Female,535 Hill Boulevard,27.33,-82.54,$19065,$38872,$94970,663,4
1557,50,66,1970,2,Female,2516 Essex Drive,45.45,-122.79,$23687,$48295,$109558,707,3
1555,28,64,1991,6,Female,5367 Pine Avenue,34.01,-86.01,$19474,$39708,$113715,717,3
941,56,72,1963,6,Female,3248 Hill Drive,43.34,-73.67,$22273,$45416,$82611,713,1
156,36,67,1983,7,Female,2062 Fourth Street,34.08,-117.46,$13739,$28007,$0,691,4
24,48,64,1971,11,Female,55378 Burns Avenue,42.27,-89.06,$18906,$38554,$47186,708,1
302,27,67,1992,8,Female,9354 Lafayette Street,38.41,-78.61,$18335,$37384,$120327,706,2
949,29,71,1990,11,Female,6595 Ocean Drive,40.45,-74.48,$31234,$63684,$96864,709,5
1281,92,61,1927,12,Female,34 Bayview Drive,34.1,-117.38,$14632,$26546,$2480,689,6
1428,35,62,1984,11,Female,800 Ninth Boulevard,37.67,-92.66,$13963,$28472,$42750,508,1
433,49,65,1970,4,Male,6829 Main Boulevard,39.38,-89.07,$15676,$31957,$12347,771,6
584,61,68,1958,8,Male,8823 South Drive,38.66,-121.37,$14318,$29195,$64881,743,3
1832,36,67,1983,10,Male,151 Lafayette Drive,40.71,-124.11,$17839,$36372,$79220,684,2
222,48,70,1971,7,Female,9243 Oak Street,33.76,-84.33,$45818,$93417,$115916,714,3
648,40,61,1980,2,Female,466 Pine Drive,32.78,-108.26,$14642,$29854,$66044,674,3
1939,43,69,1976,11,Female,480 First Lane,33.95,-118.29,$12362,$25207,$34107,685,1
722,25,66,1995,1,Male,3357 Hill Lane,41.01,-75.89,$16168,$32966,$73741,707,1
1889,66,67,1953,7,Male,23 El Camino Street,27.97,-82.76,$23528,$47972,$0,748,5
1229,50,66,1970,2,Male,421 Essex Street,35.18,-79.46,$24206,$49350,$20942,713,6
505,39,63,1980,12,Female,31 Lincoln Avenue,25.77,-80.29,$14901,$30383,$58466,609,2
1083,44,65,1975,3,Female,45682 Washington Lane,38.45,-82.64,$18916,$38568,$66300,756,4
1656,35,69,1984,5,Female,350 Third Avenue,45.87,-95.37,$20179,$41141,$81016,706,3
568,24,66,1996,2,Male,5573 Sixth Lane,42.5,-94.17,$18895,$38526,$60556,778,1
1373,35,66,1984,12,Female,834 Tenth Lane,41.07,-85.13,$16764,$34181,$50668,764,2
667,83,63,1936,3,Male,588 Lincoln Street,35.98,-78.91,$30325,$41763,$2279,714,5
480,50,68,1969,11,Male,749 Oak Street,37.91,-122.01,$42234,$86113,$177353,713,6
569,52,73,1968,2,Male,29 Martin Luther King Lane,34.83,-92.2,$22377,$45625,$81136,662,1
1600,62,66,1957,9,Female,314 Fourth Street,47.67,-122.18,$49629,$101193,$124771,747,3
1063,64,66,1956,2,Male,690 Jefferson Lane,41.91,-89.06,$18590,$37898,$36994,716,5
32,82,67,1937,9,Female,7336 First Avenue,40.31,-79.54,$23074,$52315,$3174,695,4
1040,28,67,1991,10,Female,207 Washington Lane,39.86,-74.82,$39269,$80060,$0,689,2
396,89,72,1930,10,Female,711 South Boulevard,42.07,-87.81,$38274,$50341,$3270,735,5
1498,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,$24911,$50790,$3547,726,4
104,33,65,1986,11,Female,2043 Mill Street,32.69,-97.01,$18334,$37384,$49182,713,3
1062,58,65,1961,6,Male,55 Fourth Drive,41.57,-75.25,$17302,$35274,$35234,708,3
1845,30,68,1989,7,Male,498 Mountain View Avenue,40.53,-89.35,$23199,$47300,$93788,784,1
1657,35,68,1984,9,Male,600 River Lane,33.87,-118.21,$12849,$26201,$42551,655,1
1106,62,62,1958,2,Female,1563 Summit Boulevard,34.13,-118.24,$16842,$20783,$23623,699,3
1867,33,69,1986,10,Male,514 Sixth Boulevard,29.45,-98.5,$21563,$43968,$71218,644,1
1045,27,66,1992,7,Male,5222 Valley Stream Avenue,33.41,-82.31,$16568,$33778,$10058,757,1
1786,48,63,1971,3,Female,7554 Sixth Street,40.83,-81.26,$18936,$38611,$93255,755,5
1569,68,65,1951,3,Female,7276 Valley Drive,43.54,-96.73,$20153,$39082,$16870,722,4
899,29,65,1990,6,Female,5544 Grant Avenue,42.24,-83.62,$23487,$47891,$114299,629,1
1595,47,65,1972,5,Female,4191 Maple Avenue,40.84,-73.87,$25537,$52063,$87549,753,2
446,23,68,1997,1,Male,28 Madison Lane,40.69,-73.73,$24200,$49342,$56137,703,1
53,49,68,1970,12,Female,7406 Mill Avenue,38.62,-120.62,$19471,$39700,$59062,701,3
1136,23,65,1996,12,Male,1430 Elm Avenue,37.56,-121.98,$33727,$68767,$119831,723,3
551,65,67,1955,1,Male,54 George Avenue,39.14,-119.71,$19392,$39543,$53182,776,3
1491,41,68,1978,4,Female,40 River Boulevard,32.25,-111.08,$22662,$46209,$56034,710,4
330,36,71,1984,2,Male,271 Sixth Drive,40.24,-75.28,$31595,$64419,$183210,711,1
392,50,65,1969,11,Female,687 Fifth Boulevard,27.64,-80.39,$16234,$33098,$59605,775,3
1144,57,66,1962,12,Female,545 Eighth Avenue,29.76,-95.38,$14959,$30495,$70825,773,4
1163,45,61,1975,1,Male,2270 Sixth Lane,29.99,-95.26,$32943,$67170,$114251,489,3
230,39,65,1980,10,Female,675 Fifth Avenue,30.44,-91.12,$17412,$35501,$78801,693,4
1066,46,65,1973,6,Female,9846 Second Lane,40.27,-75.26,$26545,$54124,$0,727,2
460,65,65,1954,12,Male,696 George Lane,41.02,-73.8,$44664,$40957,$64144,608,4
1661,42,67,1977,5,Female,939 Main Lane,39.09,-76.85,$35553,$72478,$63078,728,2
1926,70,67,1950,1,Female,867 Valley Stream Boulevard,28.78,-81.27,$17736,$26574,$5244,689,3
27,78,63,1941,8,Female,3553 Mountain View Drive,32.28,-90.0,$22304,$23821,$22427,613,8
365,55,70,1964,9,Female,1392 Plum Avenue,40.64,-73.94,$18719,$38165,$45891,719,1
50,68,72,1951,7,Female,267 Birch Boulevard,45.82,-88.06,$19243,$39238,$85457,702,4
653,19,65,2001,2,Female,939 Lake Drive,41.64,-71.0,$25308,$51601,$79143,745,1
743,44,66,1975,4,Female,5810 Sixth Drive,35.64,-78.0,$15938,$32491,$24515,682,3
999,19,62,2000,10,Female,2481 Hillside Street,42.26,-71.11,$23691,$48308,$106571,703,4
940,49,61,1970,6,Female,620 12th Avenue,25.77,-80.2,$20499,$41800,$67836,699,6
534,27,74,1993,2,Female,31919 Summit Boulevard,41.72,-93.6,$29680,$60510,$23196,790,3
1460,24,65,1995,7,Female,7454 12th Lane,42.52,-87.88,$30288,$61760,$163824,590,2
59,85,69,1934,8,Female,726 Oak Avenue,32.78,-108.26,$16654,$25066,$424,695,7
1908,78,66,1942,2,Female,3601 Catherine Boulevard,35.97,-83.94,$24801,$44469,$12777,733,5
1436,21,55,1998,8,Female,729 Wessex Avenue,41.52,-87.42,$21992,$44842,$54189,500,4
1230,18,50,2002,1,Male,66 Birch Lane,32.3,-80.92,$14305,$29169,$37230,754,1
324,21,68,1998,7,Female,5995 Valley Stream Avenue,45.55,-122.73,$42850,$87372,$40547,792,3
992,46,70,1973,4,Male,574 Norfolk Street,37.37,-77.5,$26918,$54881,$3584,700,4
198,49,73,1970,3,Female,732 Lincoln Drive,27.95,-82.48,$15447,$31497,$30805,702,3
1017,24,69,1995,7,Male,7043 Ocean Avenue,34.14,-119.1,$14076,$28703,$94364,560,1
1813,35,66,1984,4,Female,334 Birch Drive,35.82,-87.01,$27637,$56350,$120125,808,4
1989,31,66,1988,12,Male,3487 Bayview Drive,38.81,-76.75,$33295,$67886,$7137,803,4
1148,54,70,1965,4,Male,377 Lake Lane,39.95,-75.16,$18007,$36711,$47490,687,4
872,61,66,1959,1,Female,96 Lake Lane,41.88,-87.84,$15451,$31505,$59730,655,4
458,46,62,1973,11,Male,298 Federal Avenue,33.63,-112.09,$24064,$49068,$123937,530,2
920,41,68,1978,11,Female,37 Sixth Lane,35.11,-106.62,$14078,$28704,$103891,700,2
1598,82,61,1937,6,Male,996 Valley Drive,36.83,-119.79,$12508,$26126,$1213,697,5
1876,50,70,1969,7,Male,2040 Washington Boulevard,38.05,-84.72,$21869,$44587,$17148,775,6
412,25,65,1994,10,Male,7091 Lexington Lane,36.07,-94.15,$22964,$46822,$0,810,4
190,40,67,1979,4,Male,5468 Little Creek Drive,42.03,-87.73,$21801,$44452,$12409,711,5
163,37,73,1983,2,Male,169 Oak Street,41.37,-79.7,$16237,$33108,$44044,829,2
567,25,69,1994,6,Male,9804 Third Street,35.74,-81.69,$16445,$33534,$76166,761,3
503,47,61,1973,2,Female,54 Valley Lane,41.83,-87.68,$14497,$29564,$54279,694,2
469,67,67,1952,3,Female,488 Bayview Boulevard,33.88,-117.85,$26675,$46945,$17835,682,4
1851,48,72,1972,1,Male,73 Essex Lane,35.83,-78.83,$37121,$75682,$37163,727,5
1523,61,73,1958,10,Female,7561 Valley Avenue,36.07,-79.82,$19453,$39661,$74740,850,4
35,20,64,1999,6,Male,8460 Oak Lane,43.66,-70.25,$23785,$48495,$97630,773,3
317,67,65,1952,3,Female,816 El Camino Drive,39.74,-121.6,$15436,$19199,$15091,715,3
1195,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,$23553,$40696,$15691,801,6
1238,31,72,1988,7,Female,95410 Pine Boulevard,38.87,-77.1,$47408,$96661,$73401,721,2
432,55,64,1964,11,Female,4329 El Camino Boulevard,36.08,-81.92,$13018,$26546,$32087,686,5
1082,34,67,1985,10,Female,316 Valley Stream Avenue,37.23,-119.49,$16643,$33934,$42945,622,3
120,50,71,1969,9,Female,64 Mill Street,42.88,-88.0,$29924,$61008,$0,781,4
1289,33,64,1986,11,Male,27934 11th Street,26.14,-80.13,$20995,$42808,$117011,758,1
1502,21,67,1999,2,Male,92196 Tenth Drive,39.1,-77.55,$44196,$90104,$85204,787,2
1497,55,64,1964,12,Female,292 Tenth Street,38.53,-121.44,$17435,$35553,$76077,623,1
1047,26,67,1994,2,Male,225 Ocean View Avenue,37.55,-77.46,$26269,$53554,$119852,689,2
0,33,69,1986,3,Male,858 Plum Avenue,43.59,-70.33,$29237,$59613,$36199,763,4
351,91,70,1928,9,Female,984 Little Creek Lane,40.77,-73.84,$13810,$17150,$375,807,6
1797,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.71,-122.16,$24971,$30962,$15336,743,5
1386,59,62,1960,6,Male,485 Birch Boulevard,41.39,-84.12,$18600,$37927,$79299,712,1
1122,33,66,1986,11,Female,776 Bayview Avenue,40.84,-73.28,$34188,$69706,$97070,785,2
255,18,57,2001,8,Female,8026 East Drive,29.79,-95.82,$21214,$43253,$56323,718,1
765,18,68,2002,2,Male,188 Ninth Boulevard,37.78,-90.42,$17707,$36101,$46425,778,2
703,53,66,1966,11,Female,864 Jefferson Drive,30.23,-92.19,$19798,$40363,$111112,711,4
1919,83,59,1936,11,Male,7994 Maple Lane,40.95,-72.19,$37846,$80493,$2027,610,5
791,78,57,1941,11,Female,939 Mill Street,33.98,-117.65,$22682,$39263,$24246,645,4
199,67,67,1952,4,Female,7927 Plum Lane,33.1,-96.66,$32580,$78329,$40161,720,3
282,42,66,1977,5,Male,260 Spruce Avenue,29.45,-98.5,$12547,$25585,$59827,702,4
908,62,70,1957,8,Male,3776 Bayview Lane,35.69,-78.62,$22685,$46256,$106753,650,3
880,28,65,1991,3,Male,231 Littlewood Avenue,48.95,-122.43,$19301,$39354,$26700,685,2
770,35,66,1984,8,Male,33 Second Boulevard,33.04,-96.74,$29793,$60746,$88165,706,4
1169,51,68,1968,11,Female,375 Hillside Drive,30.54,-97.64,$30358,$61901,$29627,726,7
522,26,65,1994,2,Female,4726 Third Street,38.46,-85.95,$21313,$43454,$79295,774,2
1736,43,67,1977,1,Male,2479 Valley Avenue,40.64,-73.94,$22456,$45789,$94014,695,4
506,56,68,1964,1,Male,2742 El Camino Boulevard,42.71,-78.93,$25916,$52841,$36288,733,5
131,23,75,1996,10,Female,5883 Sixth Street,34.22,-80.68,$18494,$37717,$60367,688,3
76,22,63,1997,8,Female,3269 River Street,40.23,-83.37,$25313,$51613,$62635,649,2
249,42,69,1977,9,Female,6777 First Drive,34.1,-117.38,$14632,$29835,$46702,618,7
1279,78,65,1941,7,Male,22 East Avenue,42.47,-83.49,$34259,$62103,$33545,509,4
1652,51,65,1969,2,Female,733 Maple Drive,38.95,-92.32,$20966,$42749,$53471,728,4
739,38,64,1981,7,Female,6022 Mill Street,29.76,-95.38,$33925,$69171,$102537,622,1
1475,98,60,1921,11,Female,412 Burns Drive,21.31,-158.01,$22778,$42306,$472,725,5
1251,29,67,1990,10,Female,645 Tenth Boulevard,32.84,-116.88,$20673,$42150,$39663,750,3
1119,23,63,1996,11,Female,994 Second Lane,38.83,-76.92,$23340,$47589,$114020,763,4
592,68,65,1952,2,Male,69 Spruce Avenue,35.32,-82.46,$13634,$23993,$2573,714,5
692,52,65,1967,8,Female,23 Sussex Lane,42.92,-82.88,$20942,$42701,$53696,701,4
1065,41,69,1978,8,Female,6157 Washington Drive,33.45,-117.66,$27622,$56320,$84614,792,3
1764,59,68,1960,6,Male,4728 George Drive,42.96,-85.65,$15472,$31550,$26738,710,3
1830,56,75,1963,9,Male,1184 Essex Lane,35.05,-83.19,$15899,$32418,$84507,758,4
157,47,65,1972,10,Male,6232 Second Avenue,33.83,-117.2,$16109,$32847,$3230,785,3
676,40,65,1980,2,Male,663 Third Drive,33.09,-96.88,$31905,$65053,$83571,775,2
1481,72,65,1947,6,Male,527 Federal Avenue,37.78,-121.99,$0,$2422,$810,632,2
1902,36,68,1984,2,Female,4350 Valley Boulevard,39.74,-81.51,$15950,$32522,$28260,769,2
123,43,66,1976,9,Female,5180 Burns Boulevard,33.24,-84.27,$17811,$36315,$0,824,3
1995,64,62,1955,7,Female,28 First Lane,39.92,-77.71,$20943,$39206,$9219,605,4
1688,27,66,1992,7,Female,8555 Eighth Avenue,37.16,-81.5,$16501,$33641,$40696,743,1
1895,56,65,1963,3,Female,900 Littlewood Street,39.75,-74.22,$20034,$40848,$146608,706,2
1891,47,66,1973,2,Female,96 Jefferson Street,29.19,-81.05,$16733,$34112,$39842,725,4
453,26,67,1994,2,Female,682 Martin Luther King Avenue,32.79,-96.76,$63159,$128775,$232506,655,1
341,50,66,1969,10,Male,517 Eighth Drive,40.87,-73.4,$51032,$104045,$0,734,3
1571,58,66,1961,6,Female,385 Jefferson Avenue,36.29,-86.6,$25166,$51316,$0,759,6
1615,66,59,1954,1,Female,1105 Second Drive,42.31,-83.21,$24561,$48690,$36262,701,6
1647,18,65,2002,2,Female,1358 Plum Avenue,41.31,-79.38,$17321,$35311,$44783,684,5
680,42,63,1977,8,Female,800 Madison Street,28.5,-81.37,$13414,$27354,$42226,799,1
52,56,66,1963,4,Female,13 Rose Boulevard,41.56,-73.59,$31288,$63796,$82173,730,3
1387,28,65,1991,5,Male,104 First Boulevard,35.72,-78.84,$32485,$66237,$146680,785,1
1034,58,66,1961,7,Female,427 Essex Lane,35.12,-80.71,$27254,$55569,$76181,698,6
677,40,65,1979,5,Male,855 Sussex Avenue,44.94,-93.1,$32972,$67226,$128174,729,3
440,43,50,1976,11,Female,689 Valley Stream Lane,42.67,-70.98,$52066,$106159,$144773,703,5
338,68,72,1951,8,Female,222 Lafayette Lane,42.83,-78.63,$24651,$50258,$0,686,3
1120,44,69,1975,5,Female,4868 Lake Lane,33.72,-118.0,$26966,$54981,$121701,737,1
1127,59,70,1960,8,Male,60396 Elm Street,26.14,-81.79,$17455,$35590,$92603,720,4
1662,41,67,1978,5,Male,469 Pine Street,38.53,-90.0,$24509,$49967,$58582,712,4
1462,30,63,1989,7,Female,4788 Jefferson Boulevard,44.1,-122.8,$18446,$37610,$64933,586,1
1848,31,66,1988,11,Female,4947 Sussex Boulevard,40.1,-74.93,$24817,$50599,$83732,791,2
1444,64,67,1955,10,Male,8999 Washington Drive,40.63,-73.63,$32805,$66885,$144703,698,7
45,61,67,1959,1,Female,9473 Mill Street,40.86,-74.15,$31281,$63781,$111808,654,1
1102,49,65,1970,7,Female,836 Bayview Avenue,36.12,-95.91,$46461,$94733,$0,707,5
1636,49,66,1970,5,Male,4882 Mountain View Lane,39.09,-94.58,$12064,$24598,$23019,695,4
502,46,66,1974,1,Male,434 Bayview Avenue,40.93,-79.59,$17870,$36440,$30574,745,2
1630,24,65,1996,1,Male,716 Bayview Avenue,36.11,-80.81,$15545,$31693,$98206,719,1
266,19,65,2000,3,Female,39 Park Lane,34.02,-118.15,$13485,$27494,$26097,724,1
5,65,65,1955,2,Male,1032 Second Lane,42.95,-77.13,$19095,$20614,$14042,711,2
1712,82,65,1938,1,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730,5
1360,41,61,1978,4,Male,4693 Elm Lane,30.75,-86.57,$19066,$38874,$64474,672,3
1013,25,69,1995,1,Female,834 Elm Avenue,38.99,-105.05,$23550,$48017,$95549,711,1
993,47,64,1972,8,Female,5647 Burns Boulevard,29.43,-90.3,$21966,$44789,$94789,638,1
642,35,62,1984,5,Female,96 Ninth Drive,33.11,-94.16,$16746,$34143,$49839,648,4
1871,83,65,1936,7,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696,5
1721,36,68,1983,3,Female,620 River Boulevard,46.11,-118.3,$18880,$38496,$64688,642,2
868,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706,6
1517,37,71,1982,3,Male,7954 Wessex Boulevard,38.9,-77.26,$60593,$123540,$236393,764,4
364,65,65,1954,5,Female,9052 River Lane,35.79,-83.97,$18273,$39809,$0,775,4
686,64,65,1956,1,Male,25521 First Street,32.53,-82.92,$16958,$34576,$81087,683,1
696,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766,8
962,28,69,1992,1,Male,564 Catherine Lane,44.52,-87.98,$16801,$34262,$60506,846,2
1407,40,71,1979,12,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689,4
1015,33,67,1986,4,Female,9761 East Street,33.88,-84.37,$47453,$96744,$128122,838,5
1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,$15316,$31231,$40499,681,3
1861,57,65,1962,5,Female,992 Forest Street,33.1,-96.66,$32580,$66427,$103290,779,5
161,31,70,1988,11,Male,237 Hill Lane,31.56,-97.18,$11512,$23469,$22976,731,3
263,30,69,1989,11,Male,8687 Ninth Drive,40.09,-74.21,$13006,$26519,$63979,663,3
1389,40,64,1979,8,Female,6950 Federal Avenue,33.83,-86.26,$17067,$34799,$72749,793,2
1707,28,70,1991,12,Female,816 Little Creek Lane,46.12,-123.67,$17260,$35194,$56006,620,1
1374,28,66,1991,7,Female,7004 Mill Drive,42.45,-87.84,$19463,$39679,$93772,758,2
1855,67,66,1952,3,Male,1 Burns Lane,37.3,-121.8,$25115,$31287,$25844,728,4
867,26,71,1993,9,Male,381 Sussex Avenue,31.07,-97.61,$19032,$38805,$54466,614,2
274,43,67,1976,4,Female,4 North Street,38.89,-77.03,$23940,$48810,$0,799,3
1552,62,67,1957,6,Male,896 Madison Boulevard,43.65,-116.43,$22290,$45450,$85218,686,3
635,25,64,1994,7,Female,5338 Fifth Boulevard,40.76,-74.03,$16770,$34201,$42895,731,1
1526,53,64,1966,3,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671,4
319,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,$17683,$28357,$10400,628,2
740,30,62,1989,8,Female,9104 Second Avenue,29.76,-95.38,$15862,$32343,$39656,683,3
965,18,68,2002,1,Female,2108 Spruce Lane,38.58,-121.4,$20670,$42142,$116857,713,2
1421,30,65,1989,7,Male,7691 Ocean View Avenue,35.11,-77.07,$16177,$32985,$32764,740,2
1538,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,$16494,$23572,$216,590,2
1101,25,70,1994,12,Female,142 Rose Drive,42.11,-72.53,$14155,$28862,$20944,751,2
92,76,68,1943,10,Female,2760 Forest Drive,43.54,-96.73,$21089,$31145,$5132,689,4
125,64,70,1956,2,Female,9505 Martin Luther King Avenue,37.63,-121.01,$13015,$26535,$93592,724,5
449,58,70,1962,2,Female,901 Oak Street,40.56,-79.75,$19517,$39796,$9452,729,5
1173,71,67,1948,3,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722,7
1810,66,66,1953,12,Male,350 North Street,42.22,-83.36,$18879,$31175,$5846,711,5
1843,89,73,1930,11,Male,89 Wessex Street,41.5,-87.63,$16503,$38761,$69,760,7
1578,86,62,1933,11,Male,3899 Seventh Lane,30.33,-81.65,$19382,$33291,$695,714,2
658,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,$25812,$52630,$68559,725,4
1858,73,64,1946,12,Male,6781 Spruce Boulevard,34.25,-118.41,$14317,$26481,$10392,705,1
1663,24,59,1995,7,Male,276 12th Boulevard,41.83,-87.68,$0,$2370,$4397,581,1
1503,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,$21102,$43021,$86014,725,4
725,18,68,2002,1,Male,392 Rose Drive,42.35,-71.06,$21809,$44466,$3096,709,2
1671,50,57,1969,3,Male,1559 Tenth Street,27.95,-82.48,$21033,$42886,$60474,604,1
1233,35,67,1984,5,Male,315 Little Creek Lane,38.71,-90.12,$18560,$37843,$40003,697,3
1271,34,66,1985,10,Male,539 Maple Drive,36.11,-80.07,$23738,$48398,$138998,642,3
473,33,66,1986,10,Female,26191 George Drive,42.38,-83.1,$13820,$28181,$37929,682,2
1541,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,$18353,$37422,$127116,681,5
149,24,54,1995,3,Female,5 Hill Avenue,33.02,-117.12,$44747,$91237,$231619,594,1
560,59,65,1960,4,Male,9099 Little Creek Drive,44.96,-93.26,$21535,$43913,$83944,676,4
1006,37,68,1982,4,Male,7559 Forest Boulevard,41.53,-87.26,$21851,$44550,$117302,761,3
368,75,73,1945,2,Male,2842 Littlewood Avenue,28.5,-81.37,$20121,$42806,$20432,726,6
1696,63,65,1956,12,Female,4461 Hill Street,28.32,-80.68,$26339,$53702,$85160,606,1
416,86,65,1933,8,Female,5220 Lincoln Street,36.17,-86.78,$20030,$38273,$1658,765,6
51,29,67,1991,2,Female,3260 Hillside Lane,36.29,-86.6,$25166,$51303,$106248,688,3
196,44,64,1975,5,Female,518 Norfolk Avenue,33.29,-83.96,$17545,$35775,$67263,773,1
690,71,64,1948,3,Female,149 Burns Boulevard,39.59,-105.01,$31024,$67186,$29682,692,1
1477,47,67,1972,7,Male,30 First Lane,40.15,-82.68,$22934,$46763,$65106,696,3
260,62,70,1958,2,Male,142 Catherine Street,26.21,-98.31,$14275,$29110,$23504,699,3
857,90,62,1929,10,Male,3019 Elm Drive,39.46,-74.99,$17685,$41831,$1100,615,1
1167,42,65,1978,1,Female,606 Spruce Boulevard,40.33,-75.92,$24089,$49117,$42380,769,3
1358,69,70,1950,4,Female,128 Main Street,43.1,-89.5,$33808,$68930,$72619,768,4
1611,68,58,1952,1,Female,44 Ocean Avenue,33.87,-78.63,$13907,$20334,$9544,684,2
734,43,61,1976,7,Female,57799 Oak Boulevard,42.88,-78.85,$12220,$24917,$36101,693,2
1507,39,67,1980,12,Female,1533 Martin Luther King Lane,42.48,-89.03,$21749,$44344,$82822,744,3
504,38,68,1982,1,Female,377 Mountain View Drive,37.88,-89.49,$16825,$34311,$61776,705,2
524,57,62,1962,3,Male,252 Eighth Lane,38.37,-81.81,$17282,$35239,$43270,726,1
525,55,66,1964,4,Male,959 Tenth Street,38.29,-120.58,$18223,$37147,$0,703,3
250,50,64,1970,2,Female,61674 Elm Drive,44.52,-122.81,$17003,$34671,$55643,786,6
479,57,69,1962,10,Male,936 12th Street,39.11,-76.55,$30004,$61173,$71422,692,3
343,55,72,1964,9,Female,919 Ocean View Lane,37.73,-121.24,$23368,$47643,$45706,764,8
1196,60,61,1959,6,Female,498 Elm Lane,35.24,-113.76,$17113,$34895,$56622,820,4
1530,64,68,1956,2,Female,25 Elm Street,32.93,-97.22,$0,$1785,$2892,732,3
1963,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,$26137,$33869,$370,821,7
764,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,$20835,$31066,$20902,712,4
213,37,68,1982,5,Female,345 George Street,32.91,-96.62,$27057,$55172,$96779,629,3
410,54,60,1966,2,Female,72990 Second Drive,40.62,-96.63,$23029,$46956,$94340,610,2
1685,53,61,1966,7,Male,5886 Ninth Boulevard,33.61,-111.89,$36300,$74012,$93119,681,2
225,32,68,1987,3,Male,69080 Spruce Street,29.76,-95.38,$20055,$40887,$50734,688,4
1210,32,65,1987,11,Male,6415 Sussex Lane,41.0,-76.85,$16935,$34531,$60156,703,4
1336,18,67,2001,7,Female,243 Forest Lane,40.66,-73.84,$26481,$53995,$154800,673,1
576,68,64,1951,6,Female,478 Hill Avenue,33.95,-84.54,$30747,$63502,$24100,638,7
1677,51,67,1969,2,Male,849 Littlewood Drive,33.57,-101.87,$16272,$33178,$92366,671,2
1969,84,65,1935,4,Male,402 El Camino Drive,27.48,-82.57,$29583,$44690,$2249,733,5
1431,56,61,1963,3,Female,6134 Littlewood Lane,30.38,-89.06,$19327,$39409,$52076,599,1
558,19,63,2000,5,Male,29894 Martin Luther King Lane,27.97,-82.76,$16223,$33080,$55066,692,3
1482,54,64,1965,8,Male,52 Sixth Boulevard,34.06,-84.27,$43725,$89152,$162012,675,1
1295,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,$17474,$27772,$14408,788,4
1468,66,65,1954,1,Male,5238 Plum Street,37.1,-121.6,$26188,$44137,$22392,626,2
538,66,69,1954,2,Female,7888 Fourth Street,35.3,-77.15,$14844,$30265,$36789,814,4
748,55,69,1965,1,Male,2100 Summit Street,29.76,-95.38,$18412,$37534,$99840,706,3
